country,year,month,date, shipments , container_total , shipments_vrac , weight_total ,
GUATEMALA,2023,Jan,1/1/2023,19,55,11,15841231,
GUATEMALA,2023,Feb,2/1/2023,22,36,5,6727124,
MEXICO,2019,Jan,1/1/2019,32,70,3,1538824,
MEXICO,2019,Feb,2/1/2019,34,72,1,1096084,
MEXICO,2019,Mar,3/1/2019,24,50,2,920381,
MEXICO,2019,Apr,4/1/2019,47,133,2,1868023,
MEXICO,2019,May,5/1/2019,50,137,3,2727132,
MEXICO,2019,Jun,6/1/2019,62,171,1,5105596,
MEXICO,2019,Jul,7/1/2019,44,235,2,5089055,
MEXICO,2019,Aug,8/1/2019,53,119,2,2135484,
MEXICO,2019,Sep,9/1/2019,51,159,2,3182336,
MEXICO,2019,Oct,10/1/2019,53,260,2,5745091,
MEXICO,2019,Nov,11/1/2019,28,37,1,589151,
MEXICO,2019,Dec,12/1/2019,29,78,4,2077623,
MEXICO,2020,Jan,1/1/2020,22,175, -   ,4068506,
MEXICO,2020,Feb,2/1/2020,50,250,1,4764268,
MEXICO,2020,Mar,3/1/2020,65,228,2,4292460,
MEXICO,2020,Apr,4/1/2020,50,228, -   ,4489409,
MEXICO,2020,May,5/1/2020,39,184,1,4135703,
MEXICO,2020,Jun,6/1/2020,62,233, -   ,4804448,
MEXICO,2020,Jul,7/1/2020,36,128, -   ,2664377,
MEXICO,2020,Aug,8/1/2020,43,103,4,8411801,
MEXICO,2020,Sep,9/1/2020,39,93, -   ,1653001,
MEXICO,2020,Oct,10/1/2020,41,83,2,1393054,
MEXICO,2020,Nov,11/1/2020,43,145, -   ,2979299,
MEXICO,2020,Dec,12/1/2020,74,199,5,13229286,
MEXICO,2021,Jan,1/1/2021,73,274,9,28467816,
MEXICO,2021,Feb,2/1/2021,31,94, -   ,1976571,
MEXICO,2021,Mar,3/1/2021,65,192, -   ,3746523,
MEXICO,2021,Apr,4/1/2021,50,240, -   ,5048548,
MEXICO,2021,May,5/1/2021,48,195,1,4056225,
MEXICO,2021,Jun,6/1/2021,42,90,4,1806031,
MEXICO,2021,Jul,7/1/2021,39,80,1,1283458,
MEXICO,2021,Aug,8/1/2021,26,42,1,563059,
MEXICO,2021,Sep,9/1/2021,51,94,3,1568773,
MEXICO,2021,Oct,10/1/2021,45,87,2,1568097,
MEXICO,2021,Nov,11/1/2021,40,98, -   ,1885572,
MEXICO,2021,Dec,12/1/2021,29,89, -   ,1683790,
MEXICO,2022,Jan,1/1/2022,37,84,3,1638830,
MEXICO,2022,Feb,2/1/2022,25,105, -   ,2275241,
MEXICO,2022,Mar,3/1/2022,42,112, -   ,2358797,
MEXICO,2022,Apr,4/1/2022,47,143,2,5093747,
MEXICO,2022,May,5/1/2022,32,107, -   ,2226553,
MEXICO,2022,Jun,6/1/2022,37,124, -   ,2660231,
MEXICO,2022,Jul,7/1/2022,30,81, -   ,1573689,
MEXICO,2022,Aug,8/1/2022,47,149, -   ,3062737,
MEXICO,2022,Sep,9/1/2022,18,95, -   ,2099904,
MEXICO,2022,Oct,10/1/2022,14,25, -   ,247473,
MEXICO,2022,Nov,11/1/2022,18,18, -   ,283934,
MEXICO,2022,Dec,12/1/2022,10,36, -   ,686955,
MEXICO,2018,Jan,1/1/2018,43,65,1,997052,
MEXICO,2018,Feb,2/1/2018,38,108,2,1383437,
MEXICO,2018,Mar,3/1/2018,38,123,1,2089284,
MEXICO,2018,Apr,4/1/2018,37,84,6,5830556,
MEXICO,2018,May,5/1/2018,50,98, -   ,1611212,
MEXICO,2018,Jun,6/1/2018,47,105,3,1944216,
MEXICO,2018,Jul,7/1/2018,56,116,3,16951856,
MEXICO,2018,Aug,8/1/2018,34,68, -   ,1163107,
MEXICO,2018,Sep,9/1/2018,47,98,4,19331690,
MEXICO,2018,Oct,10/1/2018,60,145,4,2500761,
MEXICO,2018,Nov,11/1/2018,71,209,2,3948135,
MEXICO,2018,Dec,12/1/2018,45,78,1,1324392,
MEXICO,2023,Jan,1/1/2023,14,40, -   ,695067,
MEXICO,2023,Feb,2/1/2023,17,76, -   ,1509715,
PANAMA,2019,Jan,1/1/2019,37,65, -   ,803141,
PANAMA,2019,Feb,2/1/2019,31,44,2,672441,
PANAMA,2019,Mar,3/1/2019,47,80, -   ,1063775,
PANAMA,2019,Apr,4/1/2019,53,88, -   ,1955411,
PANAMA,2019,May,5/1/2019,51,117,1,2365754,
PANAMA,2019,Jun,6/1/2019,52,133,1,2426241,
PANAMA,2019,Jul,7/1/2019,50,105, -   ,1581877,
PANAMA,2019,Aug,8/1/2019,45,75, -   ,1073996,
PANAMA,2019,Sep,9/1/2019,43,53,1,743773,
PANAMA,2019,Oct,10/1/2019,20,31,1,455790,
PANAMA,2019,Nov,11/1/2019,38,56, -   ,721179,
PANAMA,2019,Dec,12/1/2019,34,59, -   ,899943,
PANAMA,2020,Jan,1/1/2020,30,55,1,819149,
PANAMA,2020,Feb,2/1/2020,36,44, -   ,717179,
PANAMA,2020,Mar,3/1/2020,46,55, -   ,803075,
PANAMA,2020,Apr,4/1/2020,22,31, -   ,490679,
PANAMA,2020,May,5/1/2020,22,38,1,475543,
PANAMA,2020,Jun,6/1/2020,31,47,1,951604,
PANAMA,2020,Jul,7/1/2020,33,49, -   ,714402,
PANAMA,2020,Aug,8/1/2020,36,57, -   ,858000,
PANAMA,2020,Sep,9/1/2020,48,68,1,1142239,
PANAMA,2020,Oct,10/1/2020,30,44, -   ,716889,
PANAMA,2020,Nov,11/1/2020,86,111, -   ,1501245,
PANAMA,2020,Dec,12/1/2020,81,139, -   ,2341384,
PANAMA,2021,Jan,1/1/2021,38,40, -   ,599471,
PANAMA,2021,Feb,2/1/2021,57,160, -   ,2754242,
PANAMA,2021,Mar,3/1/2021,72,252, -   ,5613077,
PANAMA,2021,Apr,4/1/2021,168,102,110,2202710,
PANAMA,2021,May,5/1/2021,72,99, -   ,1147454,
PANAMA,2021,Jun,6/1/2021,78,76,13,1279675,
PANAMA,2021,Jul,7/1/2021,133,58,90,1462534,
PANAMA,2021,Aug,8/1/2021,65,80, -   ,1181627,
PANAMA,2021,Sep,9/1/2021,72,96,6,1403498,
PANAMA,2021,Oct,10/1/2021,89,115,11,2249207,
PANAMA,2021,Nov,11/1/2021,68,86, -   ,1417589,
PANAMA,2021,Dec,12/1/2021,101,164, -   ,3470219,
PANAMA,2022,Jan,1/1/2022,96,127,21,2845567,
PANAMA,2022,Feb,2/1/2022,64,76, -   ,1109178,
PANAMA,2022,Mar,3/1/2022,44,81, -   ,1080414,
PANAMA,2022,Apr,4/1/2022,135,51,92,6568739,
PANAMA,2022,May,5/1/2022,33,32,2,14858978,
PANAMA,2022,Jun,6/1/2022,46,69, -   ,1316680,
PANAMA,2022,Jul,7/1/2022,36,46, -   ,901678,
PANAMA,2022,Aug,8/1/2022,156,48,118,1388205,
PANAMA,2022,Sep,9/1/2022,14,16, -   ,277523,
PANAMA,2022,Oct,10/1/2022,85,11,78,362668,
PANAMA,2022,Nov,11/1/2022,12,12, -   ,411929,
PANAMA,2022,Dec,12/1/2022,13,19, -   ,340074,
PANAMA,2018,Jan,1/1/2018,35,63,4,1135768,
PANAMA,2018,Feb,2/1/2018,28,39,1,459446,
PANAMA,2018,Mar,3/1/2018,41,52, -   ,754262,
PANAMA,2018,Apr,4/1/2018,29,58,1,897256,
PANAMA,2018,May,5/1/2018,48,70, -   ,773738,
PANAMA,2018,Jun,6/1/2018,58,89, -   ,1207884,
PANAMA,2018,Jul,7/1/2018,56,128,1,2122468,
PANAMA,2018,Aug,8/1/2018,47,65, -   ,946288,
PANAMA,2018,Sep,9/1/2018,47,64,1,832769,
PANAMA,2018,Oct,10/1/2018,75,173, -   ,2088121,
PANAMA,2018,Nov,11/1/2018,60,106, -   ,1468959,
PANAMA,2018,Dec,12/1/2018,56,88, -   ,1301481,
PANAMA,2023,Jan,1/1/2023,28,26,2,574854,
PANAMA,2023,Feb,2/1/2023,21,45, -   ,964872,
SINGAPORE,2019,Jan,1/1/2019,1,1, -   ,22546,
SINGAPORE,2019,Feb,2/1/2019,2,5, -   ,114901,
SINGAPORE,2019,Mar,3/1/2019,2,2, -   ,21707,
SINGAPORE,2019,Apr,4/1/2019,3,5, -   ,24811,
SINGAPORE,2019,May,5/1/2019,1,1, -   ,18525,
SINGAPORE,2019,Jun,6/1/2019,2,6, -   ,91798,
SINGAPORE,2019,Jul,7/1/2019,1,1, -   ,7986,
SINGAPORE,2019,Aug,8/1/2019,3,2,1,2058166,
SINGAPORE,2019,Sep,9/1/2019,3,6, -   ,131824,
SINGAPORE,2019,Oct,10/1/2019,2,3, -   ,42998,
SINGAPORE,2019,Nov,11/1/2019,1,1, -   ,6741,
SINGAPORE,2019,Dec,12/1/2019,3,9, -   ,97808,
SINGAPORE,2020,Jan,1/1/2020,2,2, -   ,22334,
SINGAPORE,2020,Mar,3/1/2020,1,1, -   ,18456,
SINGAPORE,2020,Apr,4/1/2020,6,9, -   ,78980,
SINGAPORE,2020,May,5/1/2020,3,32, -   ,779912,
SINGAPORE,2020,Jun,6/1/2020,4,7, -   ,38771,
SINGAPORE,2020,Jul,7/1/2020,4,8, -   ,179774,
SINGAPORE,2020,Aug,8/1/2020,4,8, -   ,114688,
SINGAPORE,2020,Sep,9/1/2020,2,4, -   ,38260,
SINGAPORE,2020,Oct,10/1/2020,1,2, -   ,51117,
SINGAPORE,2020,Nov,11/1/2020,1,1, -   ,5698,
SINGAPORE,2020,Dec,12/1/2020,1,1, -   ,6559,
SINGAPORE,2021,Jan,1/1/2021,1,1, -   ,4608,
SINGAPORE,2021,Feb,2/1/2021,1,1, -   ,17616,
SINGAPORE,2021,Apr,4/1/2021,1,1, -   ,17616,
SINGAPORE,2021,Jul,7/1/2021,1,1, -   ,17520,
SINGAPORE,2021,Sep,9/1/2021,2,2, -   ,37592,
SINGAPORE,2021,Nov,11/1/2021,2,2, -   ,18860,
SINGAPORE,2021,Dec,12/1/2021,1,2, -   ,36006,
SINGAPORE,2022,Feb,2/1/2022,2,11, -   ,256657,
SINGAPORE,2022,Mar,3/1/2022,1,1, -   ,11425,
SINGAPORE,2018,Jan,1/1/2018,2,3, -   ,19376,
SINGAPORE,2018,Feb,2/1/2018,2,3, -   ,55892,
SINGAPORE,2018,Apr,4/1/2018,3,4, -   ,35390,
SINGAPORE,2018,May,5/1/2018,1,2, -   ,12606,
SINGAPORE,2018,Jun,6/1/2018,3,10, -   ,60713,
SINGAPORE,2018,Aug,8/1/2018,2,21, -   ,483506,
SINGAPORE,2018,Sep,9/1/2018,5,32, -   ,725018,
SINGAPORE,2018,Oct,10/1/2018,5,5, -   ,58875,
SINGAPORE,2018,Dec,12/1/2018,2,7, -   ,41545,
SINGAPORE,2023,Jan,1/1/2023,1,1, -   ,12110,
ALBANIA,2020,Nov,11/1/2020,2,2, -   ,50400,
ALGERIA,2021,Sep,9/1/2021,1,2, -   ,45752,
ALGERIA,2021,Nov,11/1/2021,1,2, -   ,5000,
ALGERIA,2022,Feb,2/1/2022,1, -   ,1,16590148,
ALGERIA,2022,May,5/1/2022,2,1,1,27516320,
ALGERIA,2022,Jul,7/1/2022,2, -   ,2,55010000,
ALGERIA,2022,Aug,8/1/2022,3,3,1,20356132,
ALGERIA,2022,Dec,12/1/2022,2,1,1,27608148,
ALGERIA,2023,Feb,2/1/2023,1,1, -   ,2241,
ANTIGUA AND BARBUDA,2019,Aug,8/1/2019,3, -   ,3,1461674,
ANTIGUA AND BARBUDA,2020,Apr,4/1/2020,2, -   ,2,20085000,
ANTIGUA AND BARBUDA,2018,Feb,2/1/2018,1, -   ,1,1920000,
ANTIGUA AND BARBUDA,2018,Mar,3/1/2018,1, -   ,1,2761454,
ANTIGUA AND BARBUDA,2018,Apr,4/1/2018,2,1,1,2598683,
ARGENTINA,2019,Jan,1/1/2019,4,5,1,7045927,
ARGENTINA,2019,Feb,2/1/2019,6,17, -   ,392999,
ARGENTINA,2019,Mar,3/1/2019,4,8, -   ,179507,
ARGENTINA,2019,Apr,4/1/2019,6,11, -   ,247773,
ARGENTINA,2019,May,5/1/2019,5,8, -   ,172158,
ARGENTINA,2019,Jun,6/1/2019,11,15,2,2458744,
ARGENTINA,2019,Jul,7/1/2019,10,25,3,2932579,
ARGENTINA,2019,Aug,8/1/2019,7,8, -   ,152623,
ARGENTINA,2019,Sep,9/1/2019,7,12, -   ,271716,
ARGENTINA,2019,Oct,10/1/2019,11,16, -   ,378618,
ARGENTINA,2019,Nov,11/1/2019,4,14, -   ,300468,
ARGENTINA,2019,Dec,12/1/2019,4,18, -   ,422310,
ARGENTINA,2020,Jan,1/1/2020,5,14,1,2193605,
ARGENTINA,2020,Feb,2/1/2020,5,17, -   ,406716,
ARGENTINA,2020,Mar,3/1/2020,12,34,1,9688745,
ARGENTINA,2020,Apr,4/1/2020,20,48, -   ,1063625,
ARGENTINA,2020,May,5/1/2020,16,40, -   ,909514,
ARGENTINA,2020,Jun,6/1/2020,17,41,1,1676069,
ARGENTINA,2020,Jul,7/1/2020,11,18,1,4718136,
ARGENTINA,2020,Aug,8/1/2020,14,43, -   ,992574,
ARGENTINA,2020,Sep,9/1/2020,11,30, -   ,661262,
ARGENTINA,2020,Oct,10/1/2020,11,22, -   ,490976,
ARGENTINA,2020,Nov,11/1/2020,7,19, -   ,438430,
ARGENTINA,2020,Dec,12/1/2020,12,20, -   ,467773,
ARGENTINA,2021,Jan,1/1/2021,12,29, -   ,701487,
ARGENTINA,2021,Feb,2/1/2021,8,14, -   ,304993,
ARGENTINA,2021,Mar,3/1/2021,11,16,2,398454,
ARGENTINA,2021,Apr,4/1/2021,12,22,6,610558,
ARGENTINA,2021,May,5/1/2021,8,16, -   ,369607,
ARGENTINA,2021,Jun,6/1/2021,9,29,5,756208,
ARGENTINA,2021,Jul,7/1/2021,22,60,2,1469474,
ARGENTINA,2021,Aug,8/1/2021,9,74, -   ,1798004,
ARGENTINA,2021,Sep,9/1/2021,2, -   ,2,29795,
ARGENTINA,2021,Oct,10/1/2021,11,17,2,454929,
ARGENTINA,2021,Nov,11/1/2021,14,41, -   ,966323,
ARGENTINA,2021,Dec,12/1/2021,14,10,8,342275,
ARGENTINA,2022,Jan,1/1/2022,3,7, -   ,166978,
ARGENTINA,2022,Feb,2/1/2022,1, -   ,1,27500000,
ARGENTINA,2022,Mar,3/1/2022,9,25,4,641033,
ARGENTINA,2022,Apr,4/1/2022,7,9,3,221590,
ARGENTINA,2022,May,5/1/2022,5,7, -   ,159338,
ARGENTINA,2022,Jun,6/1/2022,15,21,4,27539678,
ARGENTINA,2022,Jul,7/1/2022,17,17,7,542071,
ARGENTINA,2022,Aug,8/1/2022,8,9,2,270534,
ARGENTINA,2022,Sep,9/1/2022,1,1, -   ,2940,
ARGENTINA,2022,Oct,10/1/2022,8,2,6,103469,
ARGENTINA,2022,Nov,11/1/2022,10,2,8,124536,
ARGENTINA,2018,Jan,1/1/2018,9,15,1,373056,
ARGENTINA,2018,Feb,2/1/2018,9,32,1,867731,
ARGENTINA,2018,Mar,3/1/2018,10,13,1,365178,
ARGENTINA,2018,Apr,4/1/2018,14,33,2,904595,
ARGENTINA,2018,May,5/1/2018,13,20,1,531065,
ARGENTINA,2018,Jun,6/1/2018,10,12,1,291749,
ARGENTINA,2018,Jul,7/1/2018,13,68, -   ,1603407,
ARGENTINA,2018,Aug,8/1/2018,15,78,1,1990815,
ARGENTINA,2018,Sep,9/1/2018,11,37,1,6061594,
ARGENTINA,2018,Oct,10/1/2018,6,7,1,7381201,
ARGENTINA,2018,Nov,11/1/2018,7,47, -   ,1142625,
ARGENTINA,2018,Dec,12/1/2018,9,35, -   ,687342,
ARGENTINA,2023,Feb,2/1/2023,4,8, -   ,193560,
ARUBA,2019,Aug,8/1/2019,1,1, -   ,12740,
ARUBA,2019,Sep,9/1/2019,1,1, -   ,1877,
ARUBA,2020,Jan,1/1/2020,1,1, -   ,12140,
ARUBA,2021,Feb,2/1/2021,1,1, -   ,3610,
ARUBA,2021,Jul,7/1/2021,3, -   ,3,7078651,
ARUBA,2021,Sep,9/1/2021,3, -   ,3,7561901,
ARUBA,2021,Nov,11/1/2021,1,1, -   ,6740,
ARUBA,2021,Dec,12/1/2021,4,2,2,4791997,
ARUBA,2022,Jan,1/1/2022,1, -   ,1,7812993,
ARUBA,2022,Feb,2/1/2022,3, -   ,3,7799344,
ARUBA,2022,Mar,3/1/2022,2,2, -   ,9900,
ARUBA,2022,May,5/1/2022,2, -   ,2,8469650,
ARUBA,2022,Jun,6/1/2022,4,1,3,7701240,
ARUBA,2022,Aug,8/1/2022,1, -   ,1,7055261,
ARUBA,2018,May,5/1/2018,1,1, -   ,13190,
ARUBA,2018,Sep,9/1/2018,1,1, -   ,10000,
ARUBA,2018,Nov,11/1/2018,1,1, -   ,6136,
ARUBA,2018,Dec,12/1/2018,1,1, -   ,11150,
AUSTRALIA,2019,Jan,1/1/2019,1,1, -   ,9410,
AUSTRALIA,2019,Feb,2/1/2019,1,1, -   ,4899,
AUSTRALIA,2019,Mar,3/1/2019,1,1, -   ,21037,
AUSTRALIA,2019,Apr,4/1/2019,2,1,1,6549,
AUSTRALIA,2019,Jun,6/1/2019,1,2, -   ,30630,
AUSTRALIA,2019,Jul,7/1/2019,1,1, -   ,20270,
AUSTRALIA,2019,Sep,9/1/2019,1,1, -   ,5676,
AUSTRALIA,2019,Oct,10/1/2019,2,3, -   ,55670,
AUSTRALIA,2020,Feb,2/1/2020,2,2, -   ,26070,
AUSTRALIA,2020,Oct,10/1/2020,1,1, -   ,4996,
AUSTRALIA,2021,May,5/1/2021,1,1, -   ,15680,
AUSTRALIA,2021,Jul,7/1/2021,1,1, -   ,4603,
AUSTRALIA,2022,Jan,1/1/2022,1,1, -   ,2750,
AUSTRALIA,2022,Feb,2/1/2022,1,1, -   ,4576,
AUSTRALIA,2018,Jan,1/1/2018,1,3, -   ,63787,
AUSTRALIA,2018,May,5/1/2018,4,5, -   ,55839,
AUSTRALIA,2018,Jun,6/1/2018,1,1, -   ,20270,
AUSTRALIA,2018,Aug,8/1/2018,1,1, -   ,21087,
AUSTRALIA,2018,Sep,9/1/2018,1,2, -   ,36952,
AUSTRALIA,2018,Nov,11/1/2018,3,3, -   ,49800,
AUSTRALIA,2018,Dec,12/1/2018,1,1, -   ,11760,
AUSTRIA,2019,Jan,1/1/2019,2,2, -   ,47253,
AUSTRIA,2019,May,5/1/2019,1,6, -   ,129600,
AUSTRIA,2019,Jun,6/1/2019,1,1, -   ,16877,
AUSTRIA,2019,Jul,7/1/2019,1,1, -   ,4260,
AUSTRIA,2019,Sep,9/1/2019,2,11, -   ,247119,
AUSTRIA,2019,Oct,10/1/2019,3,10,1,27137966,
AUSTRIA,2019,Nov,11/1/2019,1,1, -   ,22031,
AUSTRIA,2020,Feb,2/1/2020,1,1, -   ,4034,
AUSTRIA,2020,Mar,3/1/2020,1,1, -   ,23555,
AUSTRIA,2020,May,5/1/2020,1,3, -   ,65260,
AUSTRIA,2020,Jul,7/1/2020,2,5, -   ,114603,
AUSTRIA,2020,Sep,9/1/2020,1,2, -   ,40799,
AUSTRIA,2020,Oct,10/1/2020,1, -   ,1,30000,
AUSTRIA,2020,Dec,12/1/2020,1, -   ,1,30000000,
AUSTRIA,2018,Mar,3/1/2018,1,1, -   ,23177,
AUSTRIA,2018,Apr,4/1/2018,1,1, -   ,7921,
AUSTRIA,2018,Sep,9/1/2018,2,2, -   ,23077,
AUSTRIA,2018,Oct,10/1/2018,1, -   ,1,27500000,
AUSTRIA,2018,Nov,11/1/2018,2,4, -   ,18880,
AUSTRIA,2018,Dec,12/1/2018,1, -   ,1,27499390,
BAHAMAS,2019,Mar,3/1/2019,7,5,6,19898827,
BAHAMAS,2019,Apr,4/1/2019,10,3,7,27693334,
BAHAMAS,2019,Jun,6/1/2019,2, -   ,2,4657796,
BAHAMAS,2019,Jul,7/1/2019,7,5,6,7859343,
BAHAMAS,2019,Aug,8/1/2019,3, -   ,3,8456435,
BAHAMAS,2019,Sep,9/1/2019,3, -   ,3,3185790,
BAHAMAS,2019,Oct,10/1/2019,5, -   ,5,11577452,
BAHAMAS,2019,Nov,11/1/2019,2,1,1,1067085,
BAHAMAS,2020,Jan,1/1/2020,2, -   ,2,4383548,
BAHAMAS,2020,Feb,2/1/2020,1, -   ,1,1000363,
BAHAMAS,2020,Jul,7/1/2020,1,1, -   ,9470,
BAHAMAS,2020,Sep,9/1/2020,1, -   ,1,1400352,
BAHAMAS,2020,Nov,11/1/2020,16, -   ,16,22733231,
BAHAMAS,2021,Jan,1/1/2021,24, -   ,24,51735634,
BAHAMAS,2021,Feb,2/1/2021,18, -   ,18,34591033,
BAHAMAS,2021,Mar,3/1/2021,17,1,16,28620187,
BAHAMAS,2021,Apr,4/1/2021,24, -   ,24,52183829,
BAHAMAS,2021,May,5/1/2021,16, -   ,16,29464613,
BAHAMAS,2021,Jun,6/1/2021,16, -   ,16,29168161,
BAHAMAS,2021,Jul,7/1/2021,25, -   ,25,57304794,
BAHAMAS,2021,Aug,8/1/2021,31, -   ,31,74891278,
BAHAMAS,2021,Sep,9/1/2021,9, -   ,9,32374362,
BAHAMAS,2021,Nov,11/1/2021,18, -   ,18,61982834,
BAHAMAS,2022,Sep,9/1/2022,6, -   ,6,9045409,
BAHAMAS,2022,Nov,11/1/2022,2, -   ,2,5519027,
BAHAMAS,2022,Dec,12/1/2022,2, -   ,2,7005024,
BAHAMAS,2018,Jan,1/1/2018,7, -   ,7,29367757,
BAHAMAS,2018,Feb,2/1/2018,2,2, -   ,6112,
BAHAMAS,2018,May,5/1/2018,1,1, -   ,3920,
BAHAMAS,2018,Jul,7/1/2018,4,3,2,2053663,
BAHAMAS,2018,Aug,8/1/2018,2,10, -   ,240234,
BAHAMAS,2018,Sep,9/1/2018,6,26, -   ,529314,
BAHAMAS,2018,Oct,10/1/2018,3,5,2,2184912,
BAHAMAS,2018,Nov,11/1/2018,1,1, -   ,25397,
BAHAMAS,2018,Dec,12/1/2018,1,1, -   ,14610,
BANGLADESH,2019,Feb,2/1/2019,1,2, -   ,42570,
BANGLADESH,2020,Mar,3/1/2020,1,1, -   ,7117,
BANGLADESH,2021,Apr,4/1/2021,1,1, -   ,15050,
BANGLADESH,2021,Oct,10/1/2021,1,3, -   ,63855,
BANGLADESH,2022,Aug,8/1/2022,1,3, -   ,63855,
BANGLADESH,2022,Sep,9/1/2022,1,5, -   ,106425,
BANGLADESH,2022,Nov,11/1/2022,1,1, -   ,21285,
BARBADOS,2019,Jun,6/1/2019,1,1, -   ,11327,
BARBADOS,2019,Oct,10/1/2019,1,1, -   ,24512,
BARBADOS,2020,Mar,3/1/2020,1,1, -   ,11150,
BARBADOS,2020,Jun,6/1/2020,1,1, -   ,9002,
BARBADOS,2020,Sep,9/1/2020,1,1, -   ,24512,
BARBADOS,2020,Dec,12/1/2020,2,2, -   ,12591,
BARBADOS,2021,Jan,1/1/2021,1,1, -   ,1680,
BARBADOS,2021,Mar,3/1/2021,1,1, -   ,3253,
BARBADOS,2021,May,5/1/2021,2,1,1,3080282,
BARBADOS,2021,Aug,8/1/2021,1,1, -   ,15876,
BARBADOS,2021,Oct,10/1/2021,2,2, -   ,21381,
BARBADOS,2022,Feb,2/1/2022,2,2, -   ,2055,
BARBADOS,2022,Mar,3/1/2022,1,1, -   ,11326,
BARBADOS,2022,Apr,4/1/2022,1,1, -   ,16329,
BARBADOS,2022,May,5/1/2022,1, -   ,1,5000703,
BARBADOS,2022,Aug,8/1/2022,2,2, -   ,18980,
BARBADOS,2022,Dec,12/1/2022,2,2, -   ,15547,
BARBADOS,2018,Apr,4/1/2018,1,1, -   ,11287,
BARBADOS,2018,Dec,12/1/2018,2,2, -   ,36931,
BARBADOS,2023,Feb,2/1/2023,1,1, -   ,4372,
BELGIUM,2019,Jan,1/1/2019,24,49,1,1094085,
